Nom;Prénom;Prénom 2;Date de naissance;Identifiant;Diplômes;Composante;Public;Date;Heure;Durée;Type;Matière;Identifiant matière;Enseignement;Identifiant de l'enseignement;Absent/Présent;Justification;Motif absence;Commentaire;Groupes;Salles;Profs;Contrôle
Joseph;Maurice;Timothée;1955-04-24;51686170;;IUT;FI;01/02/2024;9H30;3H00;BEN;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01);17144300;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01)-PRO;;Absence;Non justifié;?;Absence sur une semaine;BUT3 INFO FI A;PUM 103;;Non
Joseph;Maurice;Timothée;1955-04-24;51686170;;IUT;FI;01/02/2024;8H00;1H30;TD;INFFIS6-INITIATION A LENTREPRENEURIAT (T3BUTINFFI-R6.01);36865927;INFFIS6-INITIATION A LENTREPRENEURIAT (T3BUTINFFI-R6.01)-TD;;Absence;Non justifié;?;Absence sur une semaine;BUT3 INFO FI A;PUM 103;MESSAGER FABRICE;Non
Joseph;Maurice;Timothée;1955-04-24;51686170;;IUT;FI;02/02/2024;8H00;1H30;TD;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01);17144300;INFFIS6-EVOLUTION DUNE APPLICATION EXISTANTE (T3BUTINFFI-S6.A.01)-TD;;Absence;Non justifié;?;Absence sur une semaine;BUT3 INFO FI A;PUM 103;BELLOUM RAFIK;Non
Joseph;Maurice;Timothée;1955-04-24;51686170;;IUT;FI;05/02/2024;14H00;1H30;TD;INFFIS6-COMMUNICATION : ORGANISATION ET DIFFUSION DE LINFO (T3BUTINFFI-R6.03);87865179;INFFIS6-COMMUNICATION : ORGANISATION ET DIFFUSION DE LINFO (T3BUTINFFI-R6.03)-TD;;Absence;Non justifié;?;Absence sur une semaine;BUT3 INFO FI A;PUM 103;GUEUDET CAROLE;Oui
Joseph;Maurice;Timothée;1955-04-24;51686170;;IUT;FI;06/02/2024;8H00;3H00;TP;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06);46754552;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06)-TP;;Absence;Absence justifiée;DECES DANS LA FAMILLE;Absence sur une semaine;BUT3 INFO FI A;PUM 103;PETIT DORIAN;Non
Joseph;Maurice;Timothée;1955-04-24;51686170;;IUT;FI;06/02/2024;11H00;1H30;TD;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06);46754552;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06)-TD;;Absence;Absence justifiée;DECES DANS LA FAMILLE;Absence sur une semaine;BUT3 INFO FI A;PUM 103;PETIT DORIAN;Non
Joseph;Maurice;Timothée;1955-04-24;51686170;;IUT;FI;07/02/2024;8H00;1H30;TD;INFFIS6-INITIATION A LENTREPRENEURIAT (T3BUTINFFI-R6.01);36865927;INFFIS6-INITIATION A LENTREPRENEURIAT (T3BUTINFFI-R6.01)-TD;;Absence;Absence justifiée;DECES DANS LA FAMILLE;Absence sur une semaine;BUT3 INFO FI A;PUM 103;MESSAGER FABRICE;Non
Leblanc;Cécile;Timothée;2005-07-17;76623467;;IUT;FI;20/02/2024;14H00;1H30;CM;INFFIS6-DEVELOPPEMENT AVANCE (T3BUTINFFI-R6.A.05);11154033;INFFIS6-DEVELOPPEMENT AVANCE (T3BUTINFFI-R6.A.05)-CM;;Absence;Absence justifiée;ENTRETIEN POUR STAGE;;BUT3 INFO FI A#BUT3 INFO FA A;PUM 110;PETIT DORIAN;Non
Leblanc;Cécile;Timothée;2005-07-17;76623467;;IUT;FI;20/02/2024;15H30;1H30;TD;INFFIS6-DEVELOPPEMENT AVANCE (T3BUTINFFI-R6.A.05);11154033;INFFIS6-DEVELOPPEMENT AVANCE (T3BUTINFFI-R6.A.05)-TD;;Absence;Absence justifiée;ENTRETIEN POUR STAGE;;BUT3 INFO FI A;PUM 103;PETIT DORIAN;Non
Bertrand;Grégoire;Timothée;1972-10-07;67038774;;IUT;FI;23/02/2024;9H30;1H30;TD;INFFIS6-DROIT DU NUMERIQUE ET DE LA PROPRIETE INTELLECTUELLE (T3BUTINFFI-R6.02);93949982;INFFIS6-DROIT DU NUMERIQUE ET DE LA PROPRIETE INTELLECTUELLE (T3BUTINFFI-R6.02)-TD;;Absence;Non justifié;?;;BUT3 INFO FI A;PUM 103;MESSAGER FABRICE;Non
Joly;Danielle;Timothée;1993-05-21;12915897;BUT3 INFO Parcours A (T3BUTINF-A3-P01) - FI;IUT;FI;15/02/2024;8H00;1H30;TD;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06);46754552;INFFIS6-MAINTENANCE APPLICATIVE (T3BUTINFFI-R6.A.06)-TD;;Absence;Absence justifiée;ENTRETIEN POUR STAGE;;BUT3 INFO FI A;PUM 103;PETIT DORIAN;Non
Dupont;Maryse;Timothée;1997-01-09;89651948;BUT3 INFO Parcours A (T3BUTINF-A3-P01) - FI;IUT;FI;14/02/2024;8H00;1H30;TD;INFFIS6-INITIATION A LENTREPRENEURIAT (T3BUTINFFI-R6.01);36865927;INFFIS6-INITIATION A LENTREPRENEURIAT (T3BUTINFFI-R6.01)-TD;;Absence;Absence justifiée;ENTRETIEN POUR STAGE;;BUT3 INFO FI A;PUM 103;MESSAGER FABRICE;Non
